samvittighet;samvit
sannhet;sanning
sannsynlig;sannsynleg
sannsynlighet;sannsyn, (negativt òg:) fare, risiko // det er liten s- for det er lite truleg (sannsynleg) at
seddel;setel
sedelighet;moral, sømd, tukt
sedelighetsdømt;utuktsdømd
selge;selja
selvangivelse;sjølvmelding
selvbestemmelsesrett;sjølvråderett
selvbetjening;sjølvforsyning, sjølvbetening
selveierleilighet;sjølveigarhusvære
selvfølgelig;sjølvsagt
selvoppholdelsesdrift;sjølvbergingsdrift
selvstendig;sjølvstendig
selvstendighet;sjølvstende
sikker;sikker, trygg. viss
sikkerhet;(tilstanden:) tryggleik, (verksemda:) trygging. (sikker kunnskap:) visse
sikkerhetsmessig;i tryggingssamanheng, tryggings-
Sikkerhetsrådet;Tryggingsrådet
sikkerhetshensyn;tryggingsomsyn
sikkerhetstjenesten;tryggingstenesta
situasjonsbetinget;situasjonsbunden
skattelettelse;skattelette
skattemessig;i skattesamanheng, skatte-
skattøre;skatteprosent, skattøyre (ein)
skikket;skikka. før
skikkethet;evne (til), føresetnad(er) for, å vera skikka
skjønnhet;venleik
skolevesen;skuleverk
skriftlighet;skriftleg framstilling, skriftleg saksførehaving, skriftlegheit
skritt;steg
skyldes;koma av, botna i, ha sin grunn (si årsak) i, skriva seg frå
sted (et). finne sted;stad (ein). gå føre seg, henda, vera
stedfortredende;assisterande, avløysande, fungerande
stedfortreder;avløysar, representant, den som kjem/trer i staden for, varamann (-kvinne)
stemmeberettiget;røystefør
stemmegivning;røysting
stemmerett;røysterett
stiftelse;stifting
stiftelsesmøte;skipingsmøte
stillingsbetenkning;stillingsomtale
straffbar;strafflagd, straffbar
strøm;straum
studie (en);studie (studien–studiar–studiane)
studium (et);studium (studiet–studium–studia)
styrke;(subst.) styrke
styrke;(verb) styrkja (styrkjer–styrkte–styrkt)
stønadsberettiget;med stønadsrett
størrelse;storleik
sunnhet;helse
sunnhetsattest;helseattest
svakhet;veikskap, svakheit
svekke;svekkja (svekkjer–svekte–svekt)
svekkelse;svekking
svingning;svinging
sykehjem;sjukeheim
synkende;(t.d. prisar:) fallande, minkande
søsken;sysken/søsken
søster;syster/søster
sårbar;sårleg, sårbar, ømtolig. (t.d. om posisjon) utsett, veik
sårbarhet;sårbarheit, å vera sårbar (utsett)
;
_tall_;tal
taushetsplikt;teieplikt
telle;telja (tel–talde–talt)
telling;teljing
tidsbegrenset;tidsavgrensa, tidbunden
tidsmessig;tidhøveleg, tidsmessig
tilbakeholdelse;tilbakehalding
tilbakeholden;tilbakehalden (måte-, atter-)
tilbud;tilbod
tilby;by, gje tilbod om, tilby
tilbøyelig;t- til dregen mot / huga på / viljug til / tilbøyeleg til
tilbøyelighet;dragnad, hug, tendens, tilbøyelegheit // ha t- til vera tilbøyeleg til. (òg:) ha lett for
tilfeldig; tilfeldig
tilfeldighet;slump(ehøve), tilfelle, tilfeldigheit // ved en t- det høvde seg slik / heilt tilfeldig / tilfeldigvis
tilføye;leggja til
tilføyelse;tillegg, tilføying
tilgjengelig;tilgjengeleg
tilgjengelighet;tilgang, tilgjengelegheit // ha god t- ha god tilgang / vera lett tilgengelig (lett å koma til)
tilgjengelighetsprogram;tilgangs-/tilgjengelegheitsprogram
tilgodehavende;gjeldskrav, tilgodehav(ande), uteståande
tilgodese;syta for, tilgodesjå
tilhørighet;tilhøyrsle
tilknyttet;knytt til, tilknytt
tillatelse;løyve, lov
tilpasning;tilpassing
tilpasset;tilpassa
tilrettelegge;leggja til rette
tilsagn;tilsegn (ei)
tilsagnsfullmakt;tilsegnsfullmakt
tilsatt;tilsett
tilsette;tilsetja
tilskudd;tilskot
til stede;til stades
tilstrømning;tilstrøyming
tilstå;tilstå, vedgå. (t.d. eit gode:) gje, la få, yta
tilståelse;tilståing. (av eit gode:) løyving, tildeling, yting
tilsvarende;som svarar til, tilsvarande
tilta;auka, stiga, veksa
tiltre;byrja, slutta seg til, tiltre
tiltredelse;byrjing, tilslutning, tiltreding
til tross for;trass i
tilvirking;tilverking
tilværelse;tilvære (n.)
tjene;tena
tjeneste;teneste
tollfrihet;tollfritak
toneangivende;tonegjevande, førande, leiande. toneangivende personer (også:) bjøllesauer
tre i kraft;(om regelverk:) ta til å gjelda, bli sett i kraft
treffe;t- beslutning ta avgjerd / gjera vedtak
trekke;trekkja (trekkjer–trekte–trekt)
trygghet;tryggleik
tvinge;tvinga (tvingar–tvinga–tvinga)
tvungen;pliktig, tvungen
tåle;tola
;
uaktsom;aktlaus
uaktsomhet;aktløyse
uansett;same kva/kor, uansett
uavhengig;sjølvstendig, uavhengig, ubunden
uavhengighet;sjølvstende
uberettiget;grunnlaus, ikkje rettkomen, ugrunna, uheimla
ubesatt;u- stilling ledig, vakant
ubesindig;tankelaus
ubetinget;utan vilkår, vilkårslaus
uenig;usamd
uenighet;usemje
uerholdelig;som ikkje kan drivast inn, uinndriveleg
uførhet;nedsett arbeidsevne, tapt arbeidsevne, uførleik, uføre, (å vera) ufør
uforutsett;upårekna, uventa
ugyldig;ugyldig
ugyldighet;å vera ugyldig (ikkje gjelda), ugyldigheit
uhildet;fordomsfri, upartisk, uhilda
uke;veke
ukentlig;for (i) veka, kvar veke, veke-
uklar;uklår/uklar
uklarhet;uklårleik/uklarleik
ulikhet;ulikskap, (i fleirtal ofte:) skilnader
ulønnet;ulønt
umiddelbar;beinveges, direkte, umiddelbar
umiddelbarhet;beinveges samband, umiddelbarheit. bevisu- direkte provføring
underskudd;underskot
undersøkelse;gransking, undersøking
uoverensstemmelse;avvik, mangel på samsvar, usemje
urettmessig;grunnlaus, ikkje rettkomen, rettsstridig, ugyldig
urimelig;urimeleg
urimelighet;meiningsløyse, mishøve, sjølvmotseiing, urimelegheit
urådighet;formyndarskap, råderettstap, verjemål, å vera urådig, urådigheit
utadrettet;utetterretta, utovervend, til/overfor omverda
utadvendt;utettervend, utovervend. (om folk:) open, omgjengeleg
utbredelse;utbreiing, omfang, spreiing
utbytte;(subst.:) utbyt(t)e
utferdige;ferda ut, arbeida ut, laga, setja opp, skriva ut, utferda
utstede;skriva ut. (blir òg brukt synonymt med utferdige, sjå det)
utilbørlig;utilbørleg
utilbørlighet;ufin framgangsmåte, skamløyse, usømd. (jur.:) å vera utilbørleg
utilregnelighet;å vera utilrekneleg. (meir spesifikt:) gal(en)skap, sinnssjukdom, vitløyse. medvitsløyse // tiltalte frifinnes pga. u- på grunn av skort på skuldevne
utløp;slutt, utlaup (-løp)
utløpe;enda, gå ut, vara til, vera gyldig til
utnevnelse;utnemning
utrede;greia ut
utreder;utgreiar
utredning;utgreiing
utsatt;utsett
utslipp;utslepp
utstede;ferda ut, skriva ut
utstedelse;utferding, utskriving
utstøting;utstøyting
uttalelse;(formell:) fråsegn (ei): (uformell:) utsegn (ei)
utvalg;utval
utvinnbar;som kan vinnast ut
utvinne;vinna ut
utøve;utøva, bruka, setja i verk // u- innflytelse ha innverknad på / påverka
utøvelse;utøving, iverksetjing
uønsket;uønskt/uynskt
;
valg;val
valgfrihet;valfridom
valgkrets;valkrins
vann-;vass- (vassavgift, vassverk), vatn-
varighet;lengd, tid, varigheit // ha en v- på (ofte:) vara
varsom;varsam
varsomhet;varsemd
vedrørende;om, med omsyn til, som gjeld
vedvare;vara (ved)
vegne;på v- av på vegner av
vektlegge;leggja vekt på
_veie;vega (veg–vog–vege)
veilede;rettleia
veileder;(person:) rettleiar. (trykksak:) rettleiing
veiledning;rettleiing
veldedig;samfunnsgagnleg, velgjerds-
veldedighet;velgjerd(sarbeid)
velge;velja–vel–valde–valt
verdens;i verda, verds-, verdsens
verdens-;verds-
verdighet;(sjølv)vørdnad, verdigheit // rettens v- vørdnaden til retten // anse under sin v- halda seg for god til / ikkje finna seg i
vesen;stell, etat, vesen
vesentlig;viktig, (ofte:) stor // uten v-ulempe utan nemnande (særleg) ulempe // v- mindre mykje (monaleg) mindre
vesentlighet;i all v- i hovudsaka, for det meste, stort sett
virke;(subst:) yrke, arbeid, gjeremål, levebrød. emne, (tre)vyrke, materiale
virke;(verb:) verka (verkar–verka–verka)
virkedag;yrkedag
virkelighet;røynd, røyndom, verkelegheit
virkelighetsfjern;røyndomsfjern
virkemiddel;verkemiddel (fleirtal: middel–midla)
virkning;verknad
virksomhet;verksemd
viten;kunne, kunnskap, innsikt
vitenskap;vitskap
vitenskapelig;vitskapleg
vitnesbyrd;vitnemål
vokse;veksa (veks–voks/vaks–vakse)
voksen;vaksen
vold;vald
voldelig;valdeleg, valds-
voldsforbrytelse;valdsbrotsverk, valdskriminalitet
voldsoffer;valdsoffer
;
ytelse;yting
ytringsfrihet;ytringsfridom
ytterligere;fleire, meir, vidare
;
ærbødigst;vørdsamt
ærede;vørde
ærekrenkende;ærekrenkjande
;
ødelegge;øydeleggja
ødeleggelse;øydelegging
_øke_;auka
økning;auke (ein)
_økt_;auka (betre, hardare, høgare, meir, skjerpa, større osv.)
øremerke;øyremerkja (merkjer–merkte–merkt)
øremerket;øyremerkt
øverst;øvst
øvrig;de ø-e dei andre // for ø- dessutan. elles
øyeblikk;augneblink, stund
øyeblikkelig;med det same, omgåande, straks. akutt
øyemed;augneméd, føremål, siktemål // i dette ø- for dette føremålet / med dette for auga / med tanke på dette / i denne samanhengen
;
åpen;open (ope–opne)
åpenhet;openheit // vise å- vera open (ærleg)
åpne;opna
åpning;opning
